1/1/2016 to 6/1/2017
Expense Category, Trans Date, Post Date, Merchant Name, Amount
"Auto Related","02/01/17","02/03/17","7-ELEVEN 16998","33.77",
"Auto Related","02/04/17","02/06/17","SHELL OIL 57546134404","36.72",
"Auto Related","02/04/17","02/06/17","SHELL OIL 57542488408","42.83",
"Auto Related","02/05/17","02/07/17","KINGS AUTO SPA","10.00",
"Auto Related","02/07/17","02/08/17","WAWA 5200     00052001","11.87",
"Auto Related","02/14/17","02/16/17","KINGS AUTO SPA","21.15",
"Auto Related","02/20/17","02/22/17","SHELL OIL 57545736605","37.58",
"Auto Related","02/27/17","03/01/17","SHELL OIL 57542488408","40.82",
"Auto Related","03/02/17","03/05/17","7-ELEVEN 33239","41.40",
"Auto Related","03/13/17","03/14/17","SPEEDWAY 06572","44.34",
"Auto Related","03/19/17","03/21/17","SHELL OIL 57542488408","39.25",
"Auto Related","03/27/17","03/29/17","KINGS AUTO SPA","10.00",
"Auto Related","03/28/17","03/30/17","SHELL OIL 12454269007","40.21",
"Auto Related","03/29/17","03/31/17","MICCOSUKEE SERVICE PLAZA","27.54",
"Auto Related","03/30/17","03/31/17","7-ELEVEN 33239","16.51",
"Auto Related","03/29/17","03/31/17","MICCOSUKEE SERVICE PLAZA","32.21",
"Auto Related","04/01/17","04/03/17","SHELL OIL 57542488408","41.97",
"Auto Related","04/05/17","04/06/17","7-ELEVEN 33239","14.82",
"Auto Related","04/04/17","04/06/17","SUNOCO 0613897801","43.34",
"Auto Related","04/05/17","04/07/17","SHELL OIL 57542488408","21.90",
"Auto Related","04/09/17","04/10/17","BP#8487860SUNSHINE # 255","13.65",
"Auto Related","04/10/17","04/11/17","PILOT         00006262","12.97",
"Auto Related","04/09/17","04/11/17","SHELL OIL 57545060303","27.31",
"Auto Related","04/12/17","04/12/17","THE AUTOBARN VOLVO OF","41.99",
"Auto Related","04/12/17","04/14/17","SHELL OIL 10014817000","28.64",
"Auto Related","04/13/17","04/16/17","MURPHY EXPRESS 8659","11.72",
"Auto Related","04/15/17","04/17/17","SHELL OIL 57542488606","17.52",
"Auto Related","04/17/17","04/19/17","SHELL OIL 57542488606","10.02",
"Auto Related","04/17/17","04/19/17","DOLLAR RENT A CAR","350.63",
"Auto Related","04/17/17","04/19/17","EAGER BEAVER CW 061","158.99",
"Auto Related","04/23/17","04/24/17","WAWA 5200     00052001","41.60",
"Auto Related","04/25/17","04/26/17","MERCEDES BENZ OF BONITA","259.60",
"Auto Related","04/25/17","04/26/17","VOLVO CARS OF FORT MYERS","79.02",
"Auto Related","04/25/17","04/27/17","SHELL OIL 57544590805","11.89",
"Auto Related","04/26/17","04/27/17","PILOT","16.68",
"Auto Related","04/26/17","04/27/17","PILOT         00004713","14.05",
"Auto Related","04/25/17","04/27/17","RACETRAC #237800023788","8.78",
"Auto Related","04/26/17","04/28/17","RACETRAC #237800023788","22.21",
"Auto Related","05/03/17","05/05/17","SHELL OIL 50943800370","45.30",
"Auto Related","05/05/17","05/07/17","SHELL OIL 57542529003","40.99",
"Auto Related","05/04/17","05/07/17","EXXONMOBIL    47450481","33.83",
"Auto Related","05/06/17","05/08/17","KINGS AUTO SPA","10.00",
"Auto Related","05/09/17","05/10/17","7-ELEVEN 33239","8.15",
"Auto Related","05/08/17","05/10/17","PRESTIGE MERCEDES, INC","2240.28",
"Auto Related","05/12/17","05/14/17","RACETRAC 2375 00023754","52.78",
"Auto Related","05/12/17","05/14/17","7-ELEVEN 33239","14.82",
"Auto Related","05/12/17","05/14/17","RACETRAC 202  00002022","10.06",
"Auto Related","05/15/17","05/16/17","7-ELEVEN 33239","42.93",
"Auto Related","05/20/17","05/22/17","WAWA STORE 51600051698","15.44",
"Auto Related","05/20/17","05/22/17","EAGER BEAVER CW 061","13.99",
"Auto Related","05/21/17","05/22/17","7-ELEVEN 34893","8.25",
"Auto Related","05/24/17","05/25/17","7-ELEVEN 33239","8.15",
"Auto Related","05/28/17","05/30/17","SHELL OIL 57542488408","38.22",
"Insurance","02/05/16","02/07/16","AM INTEGRITY INS CO FL","461.00",
"Insurance","02/05/16","02/07/16","AM INTEGRITY INS CO FL","454.00",
"Insurance","02/05/16","02/07/16","AM INTEGRITY INS CO FL","327.00",
"Insurance","02/05/16","02/07/16","AM INTEGRITY INS CO FL","327.00",
"Insurance","02/05/16","02/07/16","AM INTEGRITY INS CO FL","327.00",
"Insurance","02/05/16","02/07/16","AM INTEGRITY INS CO FL","1881.00",
"Insurance","06/17/16","06/19/16","STATE FARM","115.14",
"Insurance","07/30/16","07/31/16","STATE FARM","229.28",
"Insurance","09/17/16","09/18/16","STATE FARM","158.69",
"Insurance","10/18/16","10/19/16","STATE FARM","125.27",
"Insurance","11/17/16","11/18/16","STATE FARM","125.27",
"Insurance","11/18/16","11/20/16","AM INTEGRITY INS CO FL","102.14",
"Insurance","12/17/16","12/18/16","STATE FARM","120.99",
"Insurance","12/23/16","12/25/16","STATE FARM","161.00",
"Insurance","12/27/16","12/28/16","DENTAL INSURANCE AUTOPAY","123.00",
"Insurance","12/28/16","12/29/16","AM INTEGRITY INS CO FL","650.00",
"Insurance","12/27/16","12/29/16","DENTALPLANS.COM","185.96",
"Insurance","12/28/16","12/29/16","U65 BINDER","1730.20",
"Insurance","01/17/17","01/18/17","STATE FARM","120.99",
"Insurance","02/01/17","02/02/17","AM INTEGRITY INS CO FL","1837.00",
"Insurance","02/01/17","02/02/17","AM INTEGRITY INS CO FL","387.00",
"Insurance","02/01/17","02/02/17","AM INTEGRITY INS CO FL","721.00",
"Insurance","02/01/17","02/02/17","AM INTEGRITY INS CO FL","424.00",
"Insurance","02/01/17","02/02/17","AM INTEGRITY INS CO FL","495.00",
"Insurance","02/01/17","02/02/17","AM INTEGRITY INS CO FL","374.00",
"Insurance","02/06/17","02/07/17","DENTAL INSURANCE AUTOPAY","123.00",
"Insurance","02/17/17","02/19/17","STATE FARM","120.99",
"Insurance","03/15/17","03/16/17","DENTAL INSURANCE AUTOPAY","123.00",
"Insurance","03/17/17","03/19/17","STATE FARM","120.99",
"Insurance","04/17/17","04/18/17","DENTAL INSURANCE AUTOPAY","123.00",
"Insurance","04/18/17","04/19/17","STATE FARM INSURANCE","120.99",
"Travel","05/10/16","05/11/16","Orbitz*14755488868","19.00",
"Travel","05/10/16","05/12/16","UNITED      0167812110457","274.20",
"Travel","05/12/16","05/15/16","BUDGET RENTACARTOLLS","5.85",
"Travel","05/12/16","05/15/16","BUDGET RENTACARTOLLS","9.80",
"Travel","05/29/16","05/30/16","PAYPAL *GOGOINFLIGH","18.95",
"Travel","05/28/16","05/30/16","AMERICAN AIR0017814536683","223.10",
"Travel","05/30/16","05/31/16","Orbitz*15562443168","19.00",
"Travel","05/30/16","06/01/16","AMERICAN AIR0017814694821","223.10",
"Travel","06/01/16","06/03/16","MAJESTIC TRANSPORTATION S","23.00",
"Travel","06/10/16","06/13/16","BUDGET RENTACARTOLLS","5.45",
"Travel","06/18/16","06/20/16","PAYPAL *VACATIONMEX","59.00",
"Travel","07/02/16","07/03/16","MYVR.COM","9.00",
"Travel","07/06/16","07/07/16","MYVR.COM","9.00",
"Travel","07/05/16","07/07/16","MARRIOTT BCH GLF CLB R","47.70",
"Travel","07/15/16","07/17/16","BEST WESTERN BEAUFORT","320.74",
"Travel","07/16/16","07/17/16","SQ *SAFEWAY TAXI CORP. GO","23.69",
"Travel","07/19/16","07/22/16","OMNI AIP RESORT","907.49",
"Travel","07/22/16","07/24/16","Orbitz*17627231679","28.00",
"Travel","07/22/16","07/24/16","AMERICAN TAXI DISPATCH","37.95",
"Travel","07/22/16","07/24/16","UNITED      0167895991455","395.20",
"Travel","07/22/16","07/24/16","UNITED      0162920533665","4.99",
"Travel","08/02/16","08/03/16","MYVR.COM","9.00",
"Travel","08/06/16","08/07/16","MYVR.COM","9.00",
"Travel","08/11/16","08/12/16","NAPLES GRANDE BEACH RESO","217.80",
"Travel","08/28/16","08/30/16","NAPLES GRANDE BEACH RESO","5.00",
"Travel","08/28/16","08/30/16","NAPLES GRANDE BEACH RESO","200.23",
"Travel","08/29/16","08/31/16","AMERICAN AIR0010636511482","322.50",
"Travel","08/29/16","08/31/16","AMERICAN AIR0012389660431","11.20",
"Travel","08/31/16","09/01/16","Orbitz","7.00",
"Travel","08/31/16","09/02/16","AMERICAN AIR0017900300225","354.20",
"Travel","08/31/16","09/02/16","AMERICAN AIR0017900300227","354.20",
"Travel","08/31/16","09/02/16","AMERICAN AIR0017900300226","354.20",
"Travel","08/31/16","09/02/16","UNITED      0167900277724","489.20",
"Travel","08/31/16","09/02/16","AMERICAN AIR0017900300228","354.20",
"Travel","09/01/16","09/04/16","OMNI AIP RESORT","530.58",
"Travel","09/02/16","09/04/16","MYVR.COM","9.00",
"Travel","09/06/16","09/07/16","MYVR.COM","9.00",
"Travel","09/29/16","10/02/16","72312 - BLACKHAWK/HALSTED","2.00",
"Travel","10/02/16","10/03/16","MYVR.COM","9.00",
"Travel","10/06/16","10/07/16","MYVR.COM","9.00",
"Travel","10/17/16","10/20/16","OMNI AIP RESORT","495.72",
"Travel","10/20/16","10/23/16","96944 - SW FLORIDA INT'L","5.00",
"Travel","10/23/16","10/25/16","96944 - SW FLORIDA INT'L","7.00",
"Travel","11/02/16","11/03/16","MYVR.COM","9.00",
"Travel","11/06/16","11/07/16","MYVR.COM","9.00",
"Travel","12/02/16","12/04/16","MYVR.COM","9.00",
"Travel","12/06/16","12/07/16","MYVR.COM","9.00",
"Travel","12/14/16","12/16/16","TROPICAL BEACH RESORTS","421.39",
"Travel","12/14/16","12/16/16","TROPICAL BEACH RESORTS","125.53",
"Travel","12/19/16","12/21/16","UNITED      0162923913887","7.99",
"Travel","12/24/16","12/25/16","LYFT   *RIDE FRI 10AM","11.79",
"Travel","01/02/17","01/03/17","MYVR.COM","9.00",
"Travel","01/06/17","01/08/17","MYVR.COM","9.00",
"Travel","01/10/17","01/10/17","Orbitz*7235910810663","343.44",
"Travel","01/11/17","01/11/17","Orbitz*7236160164198","11.00",
"Travel","01/10/17","01/12/17","AMERICAN AIR0017983345992","245.80",
"Travel","01/13/17","01/16/17","AVIS RENT A CAR TOLLS","16.90",
"Travel","01/27/17","01/29/17","Orbitz*7239868016922","7.00",
"Travel","01/27/17","01/29/17","UNITED      0167985343573","450.80",
"Travel","02/02/17","02/03/17","MYVR.COM","9.00",
"Travel","02/06/17","02/07/17","MYVR.COM","9.00",
"Travel","02/07/17","02/08/17","EXPEDIA1159555042016","306.91",
"Travel","02/08/17","02/10/17","HYATT PLACE","126.48",
"Travel","02/13/17","02/15/17","UNITED      0167987571817","783.80",
"Travel","02/16/17","02/17/17","MARRIOTT SANIBEL HARBO","373.18",
"Travel","02/15/17","02/17/17","CITY OFSANIBEL PARKING","4.00",
"Travel","03/02/17","03/03/17","MYVR.COM","9.00",
"Travel","03/03/17","03/05/17","96944 - SW FLORIDA INT'L","3.00",
"Travel","03/08/17","03/09/17","MYVR.COM","9.00",
"Travel","03/27/17","03/29/17","96944 - SW FLORIDA INT'L","3.00",
"Travel","03/29/17","03/31/17","LAUDERDALE MARINA","21.05",
"Travel","03/29/17","03/31/17","LAUDERDALE MARINA","7.00",
"Travel","03/29/17","03/31/17","LAUDERDALE MARINA","39.90",
"Travel","04/02/17","04/03/17","HOTEL*HFE HOTELS","133.28",
"Travel","04/02/17","04/04/17","THE RITZ CARLTON F&B","100.68",
"Travel","04/06/17","04/07/17","MYVR.COM","9.00",
"Travel","04/10/17","04/11/17","PAYPAL *ORBITZ.COM","406.82",
"Travel","04/09/17","04/11/17","COURTYARD BY MARRIOTT","32.85",
"Travel","04/10/17","04/12/17","HAMPTON INN","314.14",
"Travel","04/10/17","04/12/17","CALYPSO CAY RESORT","45.40",
"Travel","04/12/17","04/13/17","INTERNET HOTEL RESERVATIO","24.99",
"Travel","04/13/17","04/14/17","PLN*On-line HOTEL","298.22",
"Travel","04/15/17","04/16/17","HAMPTON INN & SUITES","6.00",
"Travel","05/05/17","05/07/17","HAMPTON INN PONTE VEDRA","1301.07",
"Travel","05/05/17","05/07/17","HAMPTON INN PONTE VEDRA","4.00",
"Travel","05/06/17","05/07/17","MYVR.COM","9.00",
"Travel","05/26/17","05/28/17","LYFT   *RIDE THU 3PM","16.33",
"Travel","05/26/17","05/28/17","LYFT   *INCREASE TIP","2.00",
"Home Repair","12/31/15","01/03/16","THE HOME DEPOT #8444","27.50",
"Home Repair","01/23/16","01/24/16","LOWES #02221*","211.22",
"Home Repair","01/24/16","01/25/16","ACE HARDWARE","4.76",
"Home Repair","05/04/16","05/05/16","LOWES #02221*","135.11",
"Home Repair","05/11/16","05/13/16","THE HOME DEPOT #8444","4.18",
"Home Repair","07/01/16","07/03/16","REYNOLDS HOME COMFORT, IN","79.00",
"Home Repair","07/14/16","07/15/16","LOWES #00592*","39.14",
"Home Repair","07/28/16","07/29/16","LOWES #02221*","108.08",
"Home Repair","07/28/16","07/31/16","THE HOME DEPOT #0268","169.76",
"Home Repair","07/28/16","07/31/16","THE HOME DEPOT #0268","976.53",
"Home Repair","07/29/16","07/31/16","LOWES #00582*","218.00",
"Home Repair","07/30/16","07/31/16","SYCAMORE CONCIERGE","402.00",
"Home Repair","07/31/16","08/01/16","SQ *ARIES REFRIGERATION &","203.52",
"Home Repair","08/01/16","08/02/16","SQ *ARIES REFRIGERATION &","150.00",
"Home Repair","08/02/16","08/03/16","MOBILE HOME DEPOT NFM","141.72",
"Home Repair","08/03/16","08/04/16","LOWES #00592*","146.98",
"Home Repair","08/08/16","08/09/16","SQ *HABITAT HOME STORE","1120.00",
"Home Repair","08/15/16","08/16/16","SHERWIN WILLIAMS 702665","45.89",
"Home Repair","08/15/16","08/17/16","THE HOME DEPOT #0268","176.90",
"Home Repair","08/19/16","08/21/16","THE HOME DEPOT #8444","168.26",
"Home Repair","08/30/16","09/01/16","THE HOME DEPOT #0276","412.28",
"Home Repair","09/01/16","09/04/16","THE HOME DEPOT #0276","79.52",
"Home Repair","09/06/16","09/07/16","PAYPAL *HOME DEPOT","127.20",
"Home Repair","09/05/16","09/07/16","THE HOME DEPOT #8444","120.00",
"Home Repair","09/06/16","09/08/16","THE HOME DEPOT #0268","57.18",
"Home Repair","09/10/16","09/11/16","LOWES #00592*","56.76",
"Home Repair","09/14/16","09/16/16","THE HOME DEPOT #0268","35.00",
"Home Repair","09/14/16","09/16/16","THE HOME DEPOT #0268","40.96",
"Home Repair","09/14/16","09/16/16","JR SWANSON PLUMBING CO","172.00",
"Home Repair","09/15/16","09/18/16","HOMEDEPOT.COM","52.01",
"Home Repair","09/15/16","09/18/16","THE HOME DEPOT #8444","103.96",
"Home Repair","09/23/16","09/25/16","THE HOME DEPOT #0268","379.90",
"Home Repair","09/25/16","09/27/16","THE HOME DEPOT #0268","12.15",
"Home Repair","09/26/16","09/28/16","THE HOME DEPOT #0268","17.91",
"Home Repair","10/05/16","10/07/16","THE HOME DEPOT #0268","19.05",
"Home Repair","10/05/16","10/07/16","THE HOME DEPOT #0268","20.57",
"Home Repair","10/08/16","10/10/16","THE HOME DEPOT #0268","87.77",
"Home Repair","10/08/16","10/10/16","THE HOME DEPOT #0276","911.85",
"Home Repair","10/11/16","10/13/16","THE HOME DEPOT #0268","533.14",
"Home Repair","10/11/16","10/13/16","THE HOME DEPOT #0276","-538.00",
"Home Repair","10/13/16","10/16/16","THE HOME DEPOT #0268","72.66",
"Home Repair","10/24/16","10/26/16","THE HOME DEPOT #0268","41.79",
"Home Repair","10/24/16","10/26/16","THE HOME DEPOT #8444","15.18",
"Home Repair","11/30/16","12/02/16","THE HOME DEPOT #0268","21.06",
"Home Repair","11/30/16","12/02/16","THE HOME DEPOT #0268","173.42",
"Home Repair","12/13/16","12/15/16","THE HOME DEPOT #8444","124.65",
"Home Repair","12/18/16","12/20/16","THE HOME DEPOT #6319","152.00",
"Home Repair","12/23/16","12/25/16","ARIES REFRIGERATION","489.20",
"Home Repair","12/27/16","12/29/16","THE HOME DEPOT #8444","127.08",
"Home Repair","12/30/16","01/01/17","THE HOME DEPOT #0244","161.88",
"Home Repair","01/04/17","01/06/17","THE HOME DEPOT #0244","691.70",
"Home Repair","01/09/17","01/11/17","THE HOME DEPOT #8444","10.56",
"Home Repair","01/09/17","01/11/17","THE HOME DEPOT #0244","33.82",
"Home Repair","01/10/17","01/11/17","VISION ACE HDWE","4.64",
"Home Repair","01/12/17","01/15/17","THE HOME DEPOT #0244","-409.82",
"Home Repair","01/13/17","01/15/17","THE HOME DEPOT #0244","142.78",
"Home Repair","01/29/17","01/31/17","THE HOME DEPOT #8444","21.09",
"Home Repair","01/29/17","01/31/17","THE HOME DEPOT #0268","975.98",
"Home Repair","02/01/17","02/03/17","THE HOME DEPOT #6319","251.89",
"Home Repair","02/18/17","02/20/17","THE HOME DEPOT #8444","99.03",
"Home Repair","03/01/17","03/03/17","THE HOME DEPOT #0276","149.92",
"Home Repair","03/05/17","03/07/17","THE HOME DEPOT #8444","-19.06",
"Home Repair","03/26/17","03/28/17","THE HOME DEPOT #8444","38.01",
"Home Repair","04/07/17","04/09/17","LOWES #00592*","63.97",
"Home Repair","04/27/17","04/30/17","GARAGE DOORS BY ROY NORTH","500.00",
"Home Repair","05/28/17","05/30/17","THE HOME DEPOT #0276","180.85",
"Dining Out","04/30/16","05/01/16","STARBUCKS #02395 GURNEE","4.09",
"Dining Out","04/29/16","05/01/16","ANGELO'S PIZZA","32.28",
"Dining Out","04/30/16","05/01/16","TOMMY'S RED HOTS","31.17",
"Dining Out","04/30/16","05/02/16","DOWNERS GROVE EGG HARB","9.12",
"Dining Out","05/01/16","05/03/16","MCDONALD'S M7211 OF IL","11.57",
"Dining Out","05/01/16","05/03/16","DUNKIN #336536     Q35","2.40",
"Dining Out","05/01/16","05/03/16","DUNKIN #336536     Q35","1.10",
"Dining Out","05/29/16","05/31/16","PORTILLOS HOT DOGS #23","13.44",
"Dining Out","05/30/16","06/01/16","THE SNUGGERY","18.93",
"Dining Out","05/31/16","06/02/16","THE SNUGGERY","61.16",
"Dining Out","06/01/16","06/03/16","GREAT AMER BAG22631329","7.11",
"Dining Out","06/15/16","06/16/16","FIVE GUYS-CORAL WA","2.54",
"Dining Out","06/15/16","06/16/16","FIVE GUYS-CORAL WA","7.31",
"Dining Out","06/20/16","06/21/16","FIVE GUYS-CORAL WA","9.84",
"Dining Out","06/25/16","06/26/16","POOLSIDE PUB FOUNTAIN GRI","27.68",
"Dining Out","07/09/16","07/10/16","BOB EVANS REST #0497","22.38",
"Dining Out","07/07/16","07/10/16","LAPLAYA BEACH RESRT RESTA","142.38",
"Dining Out","07/14/16","07/15/16","PANDA EXPRESS #2470","8.68",
"Dining Out","07/15/16","07/17/16","DUNKIN #348612     Q35","8.83",
"Dining Out","07/14/16","07/17/16","COMMON GROUNDS","9.62",
"Dining Out","07/14/16","07/17/16","MJ SOULFOOD","23.68",
"Dining Out","07/16/16","07/17/16","GENOA ITALIAN CONC","33.00",
"Dining Out","07/14/16","07/17/16","OLIVE GARDEN #00017483","24.59",
"Dining Out","07/17/16","07/18/16","CHIPOTLE 1426","-20.16",
"Dining Out","07/17/16","07/18/16","CHIPOTLE 1426","29.24",
"Dining Out","07/16/16","07/18/16","STARBUCKS C27 20251534","5.02",
"Dining Out","07/18/16","07/19/16","MCDONALD'S F14738","10.68",
"Dining Out","07/16/16","07/19/16","PORTILLOS HOT DOGS #9","28.25",
"Dining Out","07/18/16","07/19/16","BROKEN OAR MARINA BAR","58.64",
"Dining Out","07/19/16","07/20/16","PIESANOS STONE FIRED PIZZ","22.78",
"Dining Out","07/18/16","07/20/16","OMNI AIP MARCHE BURETE","40.66",
"Dining Out","07/18/16","07/20/16","MALNATIS 10","78.11",
"Dining Out","07/19/16","07/20/16","POTBELLY #122","16.56",
"Dining Out","07/19/16","07/20/16","BOSTON MARKET 0269","20.12",
"Dining Out","07/22/16","07/24/16","MCDONALD'S F17278","6.13",
"Dining Out","07/22/16","07/24/16","PARKERS R&B","169.83",
"Dining Out","08/04/16","08/05/16","YACHTSEA GRILLE","49.93",
"Dining Out","08/13/16","08/14/16","DOC FORDS","63.92",
"Dining Out","08/21/16","08/23/16","FULL BELLY STUFFED BURGER","35.92",
"Dining Out","08/25/16","08/26/16","CRAVE OF FORT MYERS INC","92.22",
"Dining Out","08/29/16","08/30/16","NAPLES GRANDE F B","12.00",
"Dining Out","08/29/16","08/31/16","FIRST WOK","31.22",
"Dining Out","08/31/16","09/01/16","NICKI'S OMELETTE & GRILL","18.52",
"Dining Out","08/31/16","09/01/16","DAIRY QUEEN #43214","8.29",
"Dining Out","09/05/16","09/06/16","TMG032 COCONUT POI","115.09",
"Dining Out","09/09/16","09/11/16","NINO'S RESTAURANT","19.03",
"Dining Out","09/12/16","09/13/16","AAA DISCOUNT LIQUOR","23.43",
"Dining Out","09/14/16","09/15/16","SONIC DRIVE IN #5422","6.88",
"Dining Out","09/16/16","09/18/16","WENDY'S #0310","8.26",
"Dining Out","09/16/16","09/18/16","JIMMY JOHNS - 2056","9.93",
"Dining Out","09/16/16","09/19/16","THE FIRESTONE","126.13",
"Dining Out","09/16/16","09/19/16","INDIGO DASH 86 ROOM","38.00",
"Dining Out","09/18/16","09/19/16","MELS DINER","43.60",
"Dining Out","09/19/16","09/20/16","CULVERS OF FT. MYE","5.28",
"Dining Out","09/20/16","09/21/16","LIQUOR WINE AND SMOKE SHO","63.59",
"Dining Out","09/20/16","09/22/16","MCDONALD'S F10835","8.77",
"Dining Out","09/22/16","09/23/16","CRAVE OF FORT MYERS INC","39.72",
"Dining Out","09/25/16","09/26/16","RIVER CITY GRILL","51.80",
"Dining Out","09/25/16","09/27/16","CHINA GARDEN  - LEHIGH AC","17.49",
"Dining Out","09/25/16","09/27/16","PERKINS REST  00011403","18.97",
"Dining Out","09/25/16","09/27/16","STARBUCKS STORE 11248","7.35",
"Dining Out","09/26/16","09/27/16","MCDONALD'S F12479","6.45",
"Dining Out","09/27/16","09/29/16","STARBUCKS B05 20251609","8.31",
"Dining Out","09/28/16","09/29/16","FIVE GUYS-CORAL WA","10.89",
"Dining Out","09/29/16","09/30/16","FRANCESCAS FIORE","19.50",
"Dining Out","09/30/16","10/02/16","10 - LOU MALNATIS PIZZERI","92.04",
"Dining Out","10/01/16","10/02/16","POTBELLY #122","25.69",
"Dining Out","09/30/16","10/02/16","WENDY'S #0310","7.82",
"Dining Out","10/02/16","10/03/16","LABRIOLA BAKERY AN","46.68",
"Dining Out","10/01/16","10/03/16","MCDONALD'S F10835","8.45",
"Dining Out","10/02/16","10/04/16","FUDDRUCKERS 3067","0.85",
"Dining Out","10/02/16","10/04/16","FUDDRUCKERS 3067","30.08",
"Dining Out","10/05/16","10/06/16","FAT KATZ SPORTS BISTRO","30.71",
"Dining Out","10/05/16","10/06/16","TIJUANA FLATS # 180","33.87",
"Dining Out","10/12/16","10/14/16","FAT KATZ SPORTS BISTRO","46.07",
"Dining Out","10/15/16","10/17/16","SALT LIFE FOOD SHACK","53.37",
"Dining Out","10/16/16","10/18/16","OMNI AIP MARCHE BURETE","35.31",
"Dining Out","10/13/16","10/19/16","NINOS ITALIAN RESTAURANT","40.51",
"Dining Out","10/18/16","10/20/16","FAT KATZ SPORTS BISTRO","30.18",
"Dining Out","10/18/16","10/20/16","MCDONALD'S F31280","5.50",
"Dining Out","10/21/16","10/23/16","HOB NOB","24.58",
"Dining Out","10/22/16","10/23/16","KABAB VILLAGE","24.68",
"Dining Out","10/23/16","10/24/16","3 PEPPER BURRITO C","11.94",
"Dining Out","10/23/16","10/24/16","FORT MYERS BREWING CO","18.00",
"Dining Out","10/26/16","10/28/16","BEEF O BRADYS #355 -","15.70",
"Dining Out","10/29/16","10/31/16","FAT KATZ SPORTS BISTRO","16.23",
"Dining Out","11/03/16","11/04/16","WINN DIXIE #2522","128.73",
"Dining Out","11/02/16","11/04/16","IGUANA MIA - FT. MYERS","33.83",
"Dining Out","11/02/16","11/04/16","BLU SUSHI","28.29",
"Dining Out","11/03/16","11/06/16","PERKINS REST  00011403","25.83",
"Dining Out","11/03/16","11/06/16","FAT KATZ SPORTS BISTRO","31.77",
"Dining Out","11/04/16","11/06/16","PITA PIT - 10-017-FL","6.88",
"Dining Out","11/05/16","11/07/16","STARBUCKS STORE 10233","4.19",
"Dining Out","11/07/16","11/09/16","FAT KATZ SPORTS BISTRO","32.05",
"Dining Out","11/09/16","11/10/16","CRAVE OF FORT MYERS INC","33.09",
"Dining Out","11/15/16","11/16/16","PINCHERS - NAPLES","44.73",
"Dining Out","11/15/16","11/16/16","TMG032 COCONUT POI","116.52",
"Dining Out","11/16/16","11/18/16","FAT KATZ SPORTS BISTRO","33.24",
"Dining Out","11/19/16","11/21/16","OLIVE GARDEN #00017483","65.46",
"Dining Out","11/21/16","11/22/16","KABAB VILLAGE","41.82",
"Dining Out","11/25/16","11/27/16","OLIVE GARDEN #00017483","29.12",
"Dining Out","11/25/16","11/27/16","FAT KATZ SPORTS BISTRO","16.23",
"Dining Out","11/27/16","11/28/16","BOSTON MARKET 0269","24.14",
"Dining Out","11/26/16","11/28/16","WENDY'S #0310","6.56",
"Dining Out","11/28/16","11/29/16","MCDONALD'S F12479","7.18",
"Dining Out","11/27/16","11/29/16","MCDONALD'S F10835","11.86",
"Dining Out","11/28/16","11/30/16","CARRABBAS 6059","65.84",
"Dining Out","11/29/16","11/30/16","FIVE GUYS-CORAL WA","10.89",
"Dining Out","11/30/16","12/01/16","MCDONALD'S F35874","7.10",
"Dining Out","11/30/16","12/02/16","OLIVE GARDEN #00017483","19.92",
"Dining Out","12/02/16","12/04/16","FAT KATZ SPORTS BISTRO","21.18",
"Dining Out","12/01/16","12/04/16","CARRABBAS 6059","70.41",
"Dining Out","12/06/16","12/07/16","MCDONALD'S F10835","6.57",
"Dining Out","12/05/16","12/07/16","WENDY'S #0310","14.71",
"Dining Out","12/04/16","12/07/16","LEE ROY SELMONS 8007","65.25",
"Dining Out","12/06/16","12/08/16","FAT KATZ SPORTS BISTRO","29.13",
"Dining Out","12/10/16","12/11/16","OWEN'S FISH CAMP","108.25",
"Dining Out","12/13/16","12/14/16","MCDONALD'S F4534","7.63",
"Dining Out","12/16/16","12/18/16","STARBUCKS STORE 08629","7.71",
"Dining Out","12/15/16","12/18/16","MADE RESTAURANT","39.24",
"Dining Out","12/16/16","12/19/16","S'MACKS BURGERS & SHAKES","22.30",
"Dining Out","12/16/16","12/19/16","Riverhouse Reef & Grill","64.59",
"Dining Out","12/17/16","12/19/16","MADE RESTAURANT","56.72",
"Dining Out","12/17/16","12/19/16","STARBUCKS STORE 08308","8.46",
"Dining Out","12/18/16","12/20/16","KA CEY'S SEAFOOD & MORE","43.48",
"Dining Out","12/20/16","12/21/16","POTBELLY #355","17.33",
"Dining Out","12/19/16","12/21/16","STARBUCKS MAIN10501500","7.80",
"Dining Out","12/20/16","12/22/16","MCDONALD'S F10835","6.04",
"Dining Out","12/21/16","12/22/16","YERBABUENA MEX CUISINE","62.81",
"Dining Out","12/21/16","12/23/16","MCDONALD'S F10835","5.29",
"Dining Out","12/21/16","12/23/16","WENDY'S #0310","7.62",
"Dining Out","12/21/16","12/23/16","PORTILLOS HOT DOGS #7","31.82",
"Dining Out","12/22/16","12/25/16","ALEXANDERS","18.98",
"Dining Out","12/22/16","12/25/16","STARBUCKS STORE 10239","4.28",
"Dining Out","12/23/16","12/25/16","CHIPOTLE #2285","18.93",
"Dining Out","12/23/16","12/25/16","TOTAL WINE AND MORE 902","276.54",
"Dining Out","12/22/16","12/25/16","MCDONALD'S F10835","7.63",
"Dining Out","12/29/16","12/30/16","CRAVE OF FORT MYERS INC","37.60",
